employee_id,employee_job_group,employee_job_level,employee_job_title,employee_gender,employee_race,employee_compensation,employee_years_of_experience,employee_time_in_role,employee_geo_zone,employee_city,employee_state,geo_zone_cost_of_living_factor,company_name,company_headquarters_city,company_headquarters_state,company_sector,company_signed_syndio_contract_on,data_uploaded_on
1709,Buyers,Individual Contributor,Assistant Buyer I,female,white,68746.11768,28.40543236,0.5870006,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1710,Buyers,Individual Contributor,Assistant Buyer I,female,white,69052.44822,8.229581006,1.6888342,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1711,Buyers,Individual Contributor,Assistant Buyer I,female,white,69598.60039,21.34072974,0.5328098,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1712,Buyers,Individual Contributor,Assistant Buyer II,female,white,71236.98253,28.62832196,1.1108008,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1713,Buyers,Individual Contributor,Assistant Buyer II,female,white,71648.1406,26.45830673,0.9235584,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1714,Buyers,Individual Contributor,Assistant Buyer II,female,white,71990.91623,11.21166158,0.3708697,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1715,Buyers,Individual Contributor,Assistant Buyer II,female,two or more,72852.71646,0.752384027,0.752384,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1716,Buyers,Individual Contributor,Assistant Buyer II,female,white,73125.13539,7.629726597,0.4685945,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1717,Buyers,Individual Contributor,Assistant Buyer II,female,white,73264.01961,0.80189933,0.8018993,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1718,Buyers,Individual Contributor,Assistant Buyer II,female,white,74629.66272,0.440100333,0.4401003,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1719,Buyers,Individual Contributor,Assistant Buyer II,female,hispanic,74813.17762,14.09559536,1.1512924,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1720,Buyers,Individual Contributor,Buyer,female,white,75816.05404,9.879394356,1.5283006,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1721,Buyers,Individual Contributor,Buyer,female,white,76205.37539,25.19336696,1.6589098,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1722,Buyers,Individual Contributor,Buyer,female,white,76293.80337,34.43015166,1.236542,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1723,Buyers,Individual Contributor,Buyer,female,white,76749.20567,10.27807985,1.1735638,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1724,Buyers,Individual Contributor,Buyer,female,white,77493.50041,44.00009428,0.629407,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1725,Buyers,Individual Contributor,Buyer,female,white,77888.37694,15.02546063,3.0036802,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1726,Buyers,Individual Contributor,Buyer,female,white,78487.232,4.282341995,1.1085738,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1727,Buyers,Individual Contributor,Buyer,female,two or more,79148.98774,7.948557661,2.0834752,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1728,Buyers,Individual Contributor,Buyer,female,asian,79236.48328,14.59236166,1.9470604,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1729,Buyers,Individual Contributor,Buyer,female,asian,79394.29438,3.09959246,3.0995925,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1730,Buyers,Individual Contributor,Buyer,female,white,79514.62483,14.86793193,1.1281651,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1731,Buyers,Individual Contributor,Buyer,female,white,80096.69677,17.59334751,2.1101534,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1732,Buyers,Individual Contributor,Buyer,female,white,80246.05142,10.2034382,3.1094628,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1733,Buyers,Individual Contributor,Buyer,female,white,80429.93251,16.64264974,0.4485686,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1734,Buyers,Individual Contributor,Buyer,female,white,80514.00938,8.005378792,2.7081,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1735,Buyers,Individual Contributor,Buyer,female,white,81065.01079,33.83560091,1.9227948,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1736,Buyers,Individual Contributor,Buyer,female,white,81144.57542,34.68587193,0.4946927,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1737,Buyers,Individual Contributor,Buyer,female,white,81245.1325,33.64555283,1.2290503,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1738,Buyers,Individual Contributor,Buyer,female,black,81370.89718,26.44699628,2.6702514,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1739,Buyers,Individual Contributor,Buyer,female,white,81398.37542,14.302345,2.2270902,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1740,Buyers,Individual Contributor,Buyer,female,white,81749.81361,27.72722533,1.7392863,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1741,Buyers,Individual Contributor,Buyer,female,white,81917.58607,3.710342592,3.7103426,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1742,Buyers,Individual Contributor,Buyer,female,white,82959.03427,25.58055104,0.9302506,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1743,Buyers,Individual Contributor,Buyer,female,hispanic,83120.64588,15.61836029,2.0939935,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1744,Buyers,Individual Contributor,Buyer,female,black,83133.06313,10.90945628,2.3716962,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1745,Buyers,Individual Contributor,Buyer,female,white,83344.09973,11.01611995,1.0003848,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1746,Buyers,Individual Contributor,Buyer,female,white,83453.46251,2.280958044,2.280958,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1747,Buyers,Individual Contributor,Buyer,female,black,83619.58983,6.83489913,2.2451153,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1748,Buyers,Individual Contributor,Buyer,female,white,84064.95083,18.17827117,0.9847142,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1749,Buyers,Individual Contributor,Buyer,female,white,84065.43664,15.30239385,1.470085,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1750,Buyers,Individual Contributor,Buyer,female,white,84157.48561,8.182363557,1.6895326,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1751,Buyers,Individual Contributor,Buyer,female,white,84246.68838,18.33578042,2.4905903,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1752,Buyers,Individual Contributor,Buyer,female,white,84938.85354,3.692477608,1.1807313,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1753,Buyers,Individual Contributor,Buyer,female,white,86018.01723,7.377658032,1.0023128,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1754,Buyers,Individual Contributor,Buyer,female,white,86079.80059,8.125876586,0.812346,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1755,Buyers,Individual Contributor,Buyer,female,two or more,86222.27059,2.815467809,2.8154678,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1756,Buyers,Individual Contributor,Buyer,female,white,86324.91624,15.65151176,2.265777,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1757,Buyers,Individual Contributor,Buyer,female,white,86375.95531,17.43304392,0.6411432,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1758,Buyers,Individual Contributor,Buyer,female,two or more,86391.307,11.26550718,3.3678399,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1759,Buyers,Individual Contributor,Buyer,female,two or more,86403.75429,2.281499229,2.2814992,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1760,Buyers,Individual Contributor,Buyer,female,black,86522.21636,2.48177666,2.1342121,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1761,Buyers,Individual Contributor,Buyer,female,two or more,88062.74245,6.201892138,4.3781996,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1762,Buyers,Individual Contributor,Buyer,female,white,88267.79857,22.75413803,2.2209545,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1763,Buyers,Individual Contributor,Buyer,female,hispanic,88361.13376,11.6142367,2.0542107,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1764,Buyers,Individual Contributor,Buyer,female,white,88616.29335,14.90199826,3.4633511,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1765,Buyers,Individual Contributor,Buyer,female,white,88649.00612,3.640275711,3.4676942,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1766,Buyers,Individual Contributor,Buyer,female,white,89580.13962,12.08976447,0.429191,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1767,Buyers,Individual Contributor,Buyer,female,two or more,89783.03043,30.93435395,2.8090544,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1768,Buyers,Individual Contributor,Buyer,female,white,90015.0527,22.20228488,2.6914739,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1769,Buyers,Individual Contributor,Buyer,female,white,90201.61357,5.96990416,3.1793414,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1770,Buyers,Individual Contributor,Buyer,female,two or more,90473.16551,12.44905985,1.1739623,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1771,Buyers,Individual Contributor,Buyer,female,white,90554.89218,23.76012573,2.5309337,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1772,Buyers,Individual Contributor,Buyer,female,white,90939.64621,17.12463164,1.1882389,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1773,Buyers,Individual Contributor,Buyer,female,white,91350.31364,6.979110523,2.5769623,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1774,Buyers,Individual Contributor,Buyer,female,white,91642.36131,1.900354229,0.4291747,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1775,Buyers,Individual Contributor,Buyer,female,white,91777.84032,24.46989709,2.2427975,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1776,Buyers,Individual Contributor,Buyer,female,black,92086.72782,17.56582624,3.1101278,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1777,Buyers,Individual Contributor,Buyer,female,hispanic,92710.88258,7.534911181,0.3975288,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1778,Buyers,Individual Contributor,Buyer,female,white,92990.24599,0.793100921,0.7931009,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1779,Buyers,Individual Contributor,Buyer,female,white,93319.15774,26.88064588,1.8207779,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1780,Buyers,Individual Contributor,Buyer,female,hispanic,93430.15756,16.79047206,1.4625729,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1781,Buyers,Individual Contributor,Buyer,female,hispanic,93600.14702,18.12646332,2.2534116,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1782,Buyers,Individual Contributor,Buyer,female,asian,93830.88853,2.84712506,0.697251,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1783,Buyers,Individual Contributor,Buyer,female,white,93886.74203,14.32722488,3.9378297,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1784,Buyers,Individual Contributor,Buyer,female,black,93909.2246,24.27506511,1.1507679,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1785,Buyers,Individual Contributor,Buyer,female,white,93962.36409,20.7271517,2.7866655,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1786,Buyers,Individual Contributor,Buyer,female,white,93986.07623,21.58455468,1.8206015,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1787,Buyers,Individual Contributor,Buyer,female,white,94313.7287,16.03357947,0.9207921,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1788,Buyers,Individual Contributor,Buyer,female,white,94429.00082,19.14755654,2.9130713,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1789,Buyers,Individual Contributor,Buyer,female,black,94643.33415,3.343551557,0.5533155,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1790,Buyers,Individual Contributor,Buyer,female,white,94694.16226,15.36341949,4.2560408,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1791,Buyers,Individual Contributor,Buyer,female,white,94937.88302,1.890046877,1.8900469,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1792,Buyers,Individual Contributor,Buyer,female,white,95024.49509,11.96532273,4.4096528,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1793,Buyers,Individual Contributor,Buyer,female,white,95261.12236,8.253951005,4.2233395,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1794,Buyers,Individual Contributor,Buyer,female,white,95307.09873,14.95885438,2.751302,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1795,Buyers,Individual Contributor,Buyer,female,white,95448.21657,14.99656899,3.1153722,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1796,Buyers,Individual Contributor,Buyer,female,two or more,95785.82915,25.44762302,0.6014424,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1797,Buyers,Individual Contributor,Buyer,female,two or more,96268.74915,18.42946457,4.7304002,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1798,Buyers,Individual Contributor,Buyer,female,white,96278.52618,13.87023755,1.1622047,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1799,Buyers,Individual Contributor,Senior Buyer,female,white,96896.16815,13.91890478,2.061874,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1800,Buyers,Individual Contributor,Senior Buyer,female,white,96927.17766,15.61623362,0.4530808,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1801,Buyers,Individual Contributor,Senior Buyer,female,white,97132.70877,8.704202028,0.9691789,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1802,Buyers,Individual Contributor,Senior Buyer,female,white,97355.5965,31.75204799,3.6882002,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1803,Buyers,Individual Contributor,Senior Buyer,female,white,97790.90606,22.28890091,3.1218408,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1804,Buyers,Individual Contributor,Senior Buyer,female,black,98387.84996,8.699776613,2.5586071,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1805,Buyers,Individual Contributor,Senior Buyer,female,white,98819.68795,11.63403427,3.9433039,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1806,Buyers,Individual Contributor,Senior Buyer,female,white,98961.71077,26.24023657,2.4397473,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1807,Buyers,Individual Contributor,Senior Buyer,female,white,99468.27393,13.05197686,0.7897393,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1808,Buyers,Individual Contributor,Senior Buyer,female,black,99608.59817,11.62112325,1.2899108,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1809,Buyers,Individual Contributor,Senior Buyer,female,white,99693.83981,13.22516336,1.0801515,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1810,Buyers,Individual Contributor,Senior Buyer,female,black,100110.3195,1.680025881,1.6800259,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1811,Buyers,Individual Contributor,Senior Buyer,male,white,100227.9022,10.35068982,6.0120659,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1812,Buyers,Individual Contributor,Senior Buyer,male,white,100263.171,12.76352706,1.609648,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1813,Buyers,Individual Contributor,Senior Buyer,male,white,100721.2361,15.30361361,0.782047,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1814,Buyers,Individual Contributor,Senior Buyer,male,hispanic,101262.7741,18.0714391,6.9398218,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1815,Buyers,Individual Contributor,Senior Buyer,male,two or more,101497.4302,19.13754014,3.2022427,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1816,Buyers,Individual Contributor,Senior Buyer,male,white,101571.0769,13.50998245,0.5694386,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1817,Buyers,Individual Contributor,Senior Buyer,male,white,102116.9641,17.38343791,1.7329233,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1818,Buyers,Individual Contributor,Senior Buyer,male,white,102258.0157,10.69506947,5.2937713,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1819,Buyers,Individual Contributor,Senior Buyer,male,white,102414.2256,17.66682931,3.7449868,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1820,Buyers,Individual Contributor,Senior Buyer,male,white,102521.2693,2.789848077,2.7898481,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1821,Buyers,Individual Contributor,Senior Buyer,male,two or more,102538.8463,5.697175728,2.1055041,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1822,Buyers,Individual Contributor,Senior Buyer,male,white,102837.2522,17.69376628,0.707254,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1823,Buyers,Individual Contributor,Senior Buyer,male,white,102949.47,27.32056612,3.2790585,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1824,Buyers,Individual Contributor,Senior Buyer,male,white,103342.0869,5.26529811,5.2652981,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1825,Buyers,Individual Contributor,Senior Buyer,male,white,103575.4047,9.289872611,2.4227938,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1826,Buyers,Individual Contributor,Senior Buyer,male,white,104052.5307,17.50222513,2.1480773,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1827,Buyers,Individual Contributor,Senior Buyer,male,hispanic,104310.4569,7.90384006,0.2472864,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1828,Buyers,Individual Contributor,Senior Buyer,male,asian,104538.3896,10.77548737,6.858776,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1829,Buyers,Individual Contributor,Senior Buyer,male,white,104587.8062,29.07967826,0.3433948,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1830,Buyers,Individual Contributor,Senior Buyer,male,white,105003.8566,10.09166218,3.5382089,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1831,Buyers,Individual Contributor,Senior Buyer,male,two or more,105357.3156,12.17122145,1.1926572,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1832,Buyers,Individual Contributor,Senior Buyer,male,white,105722.0673,11.57044299,1.6644094,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1833,Buyers,Individual Contributor,Senior Buyer,male,black,105924.7098,25.6550451,7.9233181,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1834,Buyers,Individual Contributor,Senior Buyer,male,white,106017.239,15.03896775,1.4739988,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1835,Buyers,Individual Contributor,Senior Buyer,male,white,106087.7305,25.63905942,0.8372778,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1836,Buyers,Individual Contributor,Senior Buyer,male,white,106205.486,7.712740583,0.3925625,Geo Zone 2,Chicago,IL,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
1837,Buyers,Individual Contributor,Senior Buyer,male,white,106436.3095,22.34409757,1.0313435,Geo Zone 2,Austin,TX,0.9,Company C,Chicago,IL,Financial Services,2020-11-20,2021-01-04
